poem_id,prompt_id,iterations,schedule,emotion,measure,value,weight,weighted_value
2021-06-18-08-51-31,0,10,epsilon,anxious,mean_rhyme_level,0.125,100,12.5
2021-06-18-08-51-31,0,10,epsilon,anxious,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-08-51-31,0,10,epsilon,anxious,mean_alliteration_total,3.25,5,16.25
2021-06-18-08-51-31,0,10,epsilon,anxious,mean_couplet_phoneme_consistency,4.25,1,4.25
2021-06-18-08-53-47,0,10,epsilon,embarrassed,mean_rhyme_level,0.375,100,37.5
2021-06-18-08-53-47,0,10,epsilon,embarrassed,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-08-53-47,0,10,epsilon,embarrassed,mean_alliteration_total,3.625,5,18.125
2021-06-18-08-53-47,0,10,epsilon,embarrassed,mean_couplet_phoneme_consistency,1.875,1,1.875
2021-06-18-08-56-06,0,10,epsilon,esteemed,mean_rhyme_level,0.125,100,12.5
2021-06-18-08-56-06,0,10,epsilon,esteemed,mean_longest_alliteration_chain,0.875,50,43.75
2021-06-18-08-56-06,0,10,epsilon,esteemed,mean_alliteration_total,2.625,5,13.125
2021-06-18-08-56-06,0,10,epsilon,esteemed,mean_couplet_phoneme_consistency,1,1,1
2021-06-18-08-58-19,0,10,epsilon,safe,mean_rhyme_level,0.125,100,12.5
2021-06-18-08-58-19,0,10,epsilon,safe,mean_longest_alliteration_chain,1.375,50,68.75
2021-06-18-08-58-19,0,10,epsilon,safe,mean_alliteration_total,3.125,5,15.625
2021-06-18-08-58-19,0,10,epsilon,safe,mean_couplet_phoneme_consistency,3.25,1,3.25
2021-06-18-09-00-34,0,10,epsilon,lost,mean_rhyme_level,0.125,100,12.5
2021-06-18-09-00-34,0,10,epsilon,lost,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-09-00-34,0,10,epsilon,lost,mean_alliteration_total,2.25,5,11.25
2021-06-18-09-00-34,0,10,epsilon,lost,mean_couplet_phoneme_consistency,2.75,1,2.75
2021-06-18-09-02-48,0,10,epsilon,alone,mean_rhyme_level,0.125,100,12.5
2021-06-18-09-02-48,0,10,epsilon,alone,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-09-02-48,0,10,epsilon,alone,mean_alliteration_total,2.625,5,13.125
2021-06-18-09-02-48,0,10,epsilon,alone,mean_couplet_phoneme_consistency,5,1,5
2021-06-18-09-05-07,0,10,epsilon,singledout,mean_rhyme_level,0.125,100,12.5
2021-06-18-09-05-07,0,10,epsilon,singledout,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-09-05-07,0,10,epsilon,singledout,mean_alliteration_total,2.875,5,14.375
2021-06-18-09-05-07,0,10,epsilon,singledout,mean_couplet_phoneme_consistency,3.625,1,3.625
2021-06-18-09-07-20,0,10,epsilon,fearful,mean_rhyme_level,0.125,100,12.5
2021-06-18-09-07-20,0,10,epsilon,fearful,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-09-07-20,0,10,epsilon,fearful,mean_alliteration_total,2.125,5,10.625
2021-06-18-09-07-20,0,10,epsilon,fearful,mean_couplet_phoneme_consistency,3.75,1,3.75
2021-06-18-09-09-40,0,10,epsilon,fearless,mean_rhyme_level,0,100,0
2021-06-18-09-09-40,0,10,epsilon,fearless,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-09-09-40,0,10,epsilon,fearless,mean_alliteration_total,2.875,5,14.375
2021-06-18-09-09-40,0,10,epsilon,fearless,mean_couplet_phoneme_consistency,1.625,1,1.625
2021-06-18-09-11-58,0,10,epsilon,lustful,mean_rhyme_level,0,100,0
2021-06-18-09-11-58,0,10,epsilon,lustful,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-09-11-58,0,10,epsilon,lustful,mean_alliteration_total,3.375,5,16.875
2021-06-18-09-11-58,0,10,epsilon,lustful,mean_couplet_phoneme_consistency,4.75,1,4.75
2021-06-18-09-14-17,0,10,epsilon,hated,mean_rhyme_level,0.25,100,25.0
2021-06-18-09-14-17,0,10,epsilon,hated,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-09-14-17,0,10,epsilon,hated,mean_alliteration_total,3.125,5,15.625
2021-06-18-09-14-17,0,10,epsilon,hated,mean_couplet_phoneme_consistency,3.625,1,3.625
2021-06-18-09-16-34,0,10,epsilon,independent,mean_rhyme_level,0,100,0
2021-06-18-09-16-34,0,10,epsilon,independent,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-09-16-34,0,10,epsilon,independent,mean_alliteration_total,2.5,5,12.5
2021-06-18-09-16-34,0,10,epsilon,independent,mean_couplet_phoneme_consistency,4.375,1,4.375
2021-06-18-09-18-53,0,10,epsilon,free,mean_rhyme_level,0.125,100,12.5
2021-06-18-09-18-53,0,10,epsilon,free,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-09-18-53,0,10,epsilon,free,mean_alliteration_total,3.875,5,19.375
2021-06-18-09-18-53,0,10,epsilon,free,mean_couplet_phoneme_consistency,6.75,1,6.75
2021-06-18-09-21-22,0,10,epsilon,attracted,mean_rhyme_level,0,100,0
2021-06-18-09-21-22,0,10,epsilon,attracted,mean_longest_alliteration_chain,1,50,50
2021-06-18-09-21-22,0,10,epsilon,attracted,mean_alliteration_total,4.125,5,20.625
2021-06-18-09-21-22,0,10,epsilon,attracted,mean_couplet_phoneme_consistency,2.625,1,2.625
2021-06-18-09-23-38,0,10,epsilon,happy,mean_rhyme_level,0,100,0
2021-06-18-09-23-38,0,10,epsilon,happy,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-09-23-38,0,10,epsilon,happy,mean_alliteration_total,2,5,10
2021-06-18-09-23-38,0,10,epsilon,happy,mean_couplet_phoneme_consistency,2.75,1,2.75
2021-06-18-09-25-54,0,10,epsilon,sad,mean_rhyme_level,0.125,100,12.5
2021-06-18-09-25-54,0,10,epsilon,sad,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-09-25-54,0,10,epsilon,sad,mean_alliteration_total,2.125,5,10.625
2021-06-18-09-25-54,0,10,epsilon,sad,mean_couplet_phoneme_consistency,3.25,1,3.25
2021-06-18-09-28-14,0,10,epsilon,derailed,mean_rhyme_level,0,100,0
2021-06-18-09-28-14,0,10,epsilon,derailed,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-09-28-14,0,10,epsilon,derailed,mean_alliteration_total,2.625,5,13.125
2021-06-18-09-28-14,0,10,epsilon,derailed,mean_couplet_phoneme_consistency,4.25,1,4.25
2021-06-18-09-30-29,0,10,epsilon,average,mean_rhyme_level,0,100,0
2021-06-18-09-30-29,0,10,epsilon,average,mean_longest_alliteration_chain,1,50,50
2021-06-18-09-30-29,0,10,epsilon,average,mean_alliteration_total,3.75,5,18.75
2021-06-18-09-30-29,0,10,epsilon,average,mean_couplet_phoneme_consistency,1.875,1,1.875
2021-06-18-09-32-51,0,10,epsilon,powerless,mean_rhyme_level,0.375,100,37.5
2021-06-18-09-32-51,0,10,epsilon,powerless,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-09-32-51,0,10,epsilon,powerless,mean_alliteration_total,3.375,5,16.875
2021-06-18-09-32-51,0,10,epsilon,powerless,mean_couplet_phoneme_consistency,5.625,1,5.625
2021-06-18-09-35-06,0,10,epsilon,attached,mean_rhyme_level,0.125,100,12.5
2021-06-18-09-35-06,0,10,epsilon,attached,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-09-35-06,0,10,epsilon,attached,mean_alliteration_total,2.625,5,13.125
2021-06-18-09-35-06,0,10,epsilon,attached,mean_couplet_phoneme_consistency,3.75,1,3.75
2021-06-18-09-37-28,0,10,epsilon,angry,mean_rhyme_level,0,100,0
2021-06-18-09-37-28,0,10,epsilon,angry,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-09-37-28,0,10,epsilon,angry,mean_alliteration_total,3.125,5,15.625
2021-06-18-09-37-28,0,10,epsilon,angry,mean_couplet_phoneme_consistency,1.625,1,1.625
2021-06-18-09-39-45,0,10,epsilon,loved,mean_rhyme_level,0,100,0
2021-06-18-09-39-45,0,10,epsilon,loved,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-09-39-45,0,10,epsilon,loved,mean_alliteration_total,2.625,5,13.125
2021-06-18-09-39-45,0,10,epsilon,loved,mean_couplet_phoneme_consistency,4.75,1,4.75
2021-06-18-09-41-57,0,10,epsilon,cheated,mean_rhyme_level,0,100,0
2021-06-18-09-41-57,0,10,epsilon,cheated,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-09-41-57,0,10,epsilon,cheated,mean_alliteration_total,2.875,5,14.375
2021-06-18-09-41-57,0,10,epsilon,cheated,mean_couplet_phoneme_consistency,4.125,1,4.125
2021-06-18-09-44-16,0,10,epsilon,surprise,mean_rhyme_level,0.125,100,12.5
2021-06-18-09-44-16,0,10,epsilon,surprise,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-09-44-16,0,10,epsilon,surprise,mean_alliteration_total,1.625,5,8.125
2021-06-18-09-44-16,0,10,epsilon,surprise,mean_couplet_phoneme_consistency,2,1,2
2021-06-18-11-54-37,0,10,eta,apathetic,mean_rhyme_level,0.25,100,25.0
2021-06-18-11-54-37,0,10,eta,apathetic,mean_longest_alliteration_chain,1.375,50,68.75
2021-06-18-11-54-37,0,10,eta,apathetic,mean_alliteration_total,3.625,5,18.125
2021-06-18-11-54-37,0,10,eta,apathetic,mean_couplet_phoneme_consistency,5,1,5
2021-06-18-11-55-14,0,10,eta,anxious,mean_rhyme_level,0.6666666666666667,100,66.66666666666667
2021-06-18-11-55-14,0,10,eta,anxious,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-11-55-14,0,10,eta,anxious,mean_alliteration_total,2.875,5,14.375
2021-06-18-11-55-14,0,10,eta,anxious,mean_couplet_phoneme_consistency,4.5,1,4.5
2021-06-18-11-55-53,0,10,eta,embarrassed,mean_rhyme_level,0.25,100,25.0
2021-06-18-11-55-53,0,10,eta,embarrassed,mean_longest_alliteration_chain,1.25,50,62.5
2021-06-18-11-55-53,0,10,eta,embarrassed,mean_alliteration_total,3.875,5,19.375
2021-06-18-11-55-53,0,10,eta,embarrassed,mean_couplet_phoneme_consistency,2.5,1,2.5
2021-06-18-11-56-30,0,10,eta,esteemed,mean_rhyme_level,0.625,100,62.5
2021-06-18-11-56-30,0,10,eta,esteemed,mean_longest_alliteration_chain,1,50,50
2021-06-18-11-56-30,0,10,eta,esteemed,mean_alliteration_total,3.875,5,19.375
2021-06-18-11-56-30,0,10,eta,esteemed,mean_couplet_phoneme_consistency,4.75,1,4.75
2021-06-18-11-57-09,0,10,eta,safe,mean_rhyme_level,0.125,100,12.5
2021-06-18-11-57-09,0,10,eta,safe,mean_longest_alliteration_chain,1,50,50
2021-06-18-11-57-09,0,10,eta,safe,mean_alliteration_total,4.375,5,21.875
2021-06-18-11-57-09,0,10,eta,safe,mean_couplet_phoneme_consistency,6.125,1,6.125
2021-06-18-11-57-46,0,10,eta,lost,mean_rhyme_level,0.25,100,25.0
2021-06-18-11-57-46,0,10,eta,lost,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-11-57-46,0,10,eta,lost,mean_alliteration_total,2.75,5,13.75
2021-06-18-11-57-46,0,10,eta,lost,mean_couplet_phoneme_consistency,5.375,1,5.375
2021-06-18-11-58-23,0,10,eta,alone,mean_rhyme_level,0,100,0
2021-06-18-11-58-23,0,10,eta,alone,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-11-58-23,0,10,eta,alone,mean_alliteration_total,3.375,5,16.875
2021-06-18-11-58-23,0,10,eta,alone,mean_couplet_phoneme_consistency,3.375,1,3.375
2021-06-18-11-59-02,0,10,eta,singledout,mean_rhyme_level,0.7708333333333334,100,77.08333333333334
2021-06-18-11-59-02,0,10,eta,singledout,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-11-59-02,0,10,eta,singledout,mean_alliteration_total,2.875,5,14.375
2021-06-18-11-59-02,0,10,eta,singledout,mean_couplet_phoneme_consistency,5.625,1,5.625
2021-06-18-11-59-40,0,10,eta,fearful,mean_rhyme_level,0.5,100,50.0
2021-06-18-11-59-40,0,10,eta,fearful,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-11-59-40,0,10,eta,fearful,mean_alliteration_total,4.75,5,23.75
2021-06-18-11-59-40,0,10,eta,fearful,mean_couplet_phoneme_consistency,4,1,4
2021-06-18-12-00-18,0,10,eta,fearless,mean_rhyme_level,0.875,100,87.5
2021-06-18-12-00-18,0,10,eta,fearless,mean_longest_alliteration_chain,0.875,50,43.75
2021-06-18-12-00-18,0,10,eta,fearless,mean_alliteration_total,3.375,5,16.875
2021-06-18-12-00-18,0,10,eta,fearless,mean_couplet_phoneme_consistency,5.75,1,5.75
2021-06-18-12-00-55,0,10,eta,lustful,mean_rhyme_level,0.6875,100,68.75
2021-06-18-12-00-55,0,10,eta,lustful,mean_longest_alliteration_chain,1,50,50
2021-06-18-12-00-55,0,10,eta,lustful,mean_alliteration_total,4.875,5,24.375
2021-06-18-12-00-55,0,10,eta,lustful,mean_couplet_phoneme_consistency,4,1,4
2021-06-18-12-01-32,0,10,eta,hated,mean_rhyme_level,0.25,100,25.0
2021-06-18-12-01-32,0,10,eta,hated,mean_longest_alliteration_chain,1.625,50,81.25
2021-06-18-12-01-32,0,10,eta,hated,mean_alliteration_total,3.875,5,19.375
2021-06-18-12-01-32,0,10,eta,hated,mean_couplet_phoneme_consistency,5.75,1,5.75
2021-06-18-12-02-09,0,10,eta,independent,mean_rhyme_level,0.125,100,12.5
2021-06-18-12-02-09,0,10,eta,independent,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-12-02-09,0,10,eta,independent,mean_alliteration_total,4.5,5,22.5
2021-06-18-12-02-09,0,10,eta,independent,mean_couplet_phoneme_consistency,4.625,1,4.625
2021-06-18-12-02-46,0,10,eta,free,mean_rhyme_level,0.25,100,25.0
2021-06-18-12-02-46,0,10,eta,free,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-12-02-46,0,10,eta,free,mean_alliteration_total,4.25,5,21.25
2021-06-18-12-02-46,0,10,eta,free,mean_couplet_phoneme_consistency,5.125,1,5.125
2021-06-18-12-03-24,0,10,eta,attracted,mean_rhyme_level,0.3333333333333333,100,33.33333333333333
2021-06-18-12-03-24,0,10,eta,attracted,mean_longest_alliteration_chain,1,50,50
2021-06-18-12-03-24,0,10,eta,attracted,mean_alliteration_total,4.5,5,22.5
2021-06-18-12-03-24,0,10,eta,attracted,mean_couplet_phoneme_consistency,4.75,1,4.75
2021-06-18-12-04-03,0,10,eta,happy,mean_rhyme_level,0.125,100,12.5
2021-06-18-12-04-03,0,10,eta,happy,mean_longest_alliteration_chain,0.875,50,43.75
2021-06-18-12-04-03,0,10,eta,happy,mean_alliteration_total,4.875,5,24.375
2021-06-18-12-04-03,0,10,eta,happy,mean_couplet_phoneme_consistency,2.75,1,2.75
2021-06-18-12-04-39,0,10,eta,sad,mean_rhyme_level,0.25,100,25.0
2021-06-18-12-04-39,0,10,eta,sad,mean_longest_alliteration_chain,1.125,50,56.25
2021-06-18-12-04-39,0,10,eta,sad,mean_alliteration_total,4.5,5,22.5
2021-06-18-12-04-39,0,10,eta,sad,mean_couplet_phoneme_consistency,4.75,1,4.75
2021-06-18-12-05-16,0,10,eta,derailed,mean_rhyme_level,0,100,0
2021-06-18-12-05-16,0,10,eta,derailed,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-12-05-16,0,10,eta,derailed,mean_alliteration_total,3.75,5,18.75
2021-06-18-12-05-16,0,10,eta,derailed,mean_couplet_phoneme_consistency,3.125,1,3.125
2021-06-18-12-05-55,0,10,eta,average,mean_rhyme_level,0.25,100,25.0
2021-06-18-12-05-55,0,10,eta,average,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-12-05-55,0,10,eta,average,mean_alliteration_total,4,5,20
2021-06-18-12-05-55,0,10,eta,average,mean_couplet_phoneme_consistency,4.875,1,4.875
2021-06-18-12-06-32,0,10,eta,powerless,mean_rhyme_level,0.25,100,25.0
2021-06-18-12-06-32,0,10,eta,powerless,mean_longest_alliteration_chain,1,50,50
2021-06-18-12-06-32,0,10,eta,powerless,mean_alliteration_total,4,5,20
2021-06-18-12-06-32,0,10,eta,powerless,mean_couplet_phoneme_consistency,3.625,1,3.625
2021-06-18-12-07-10,0,10,eta,attached,mean_rhyme_level,0.125,100,12.5
2021-06-18-12-07-10,0,10,eta,attached,mean_longest_alliteration_chain,0.875,50,43.75
2021-06-18-12-07-10,0,10,eta,attached,mean_alliteration_total,4,5,20
2021-06-18-12-07-10,0,10,eta,attached,mean_couplet_phoneme_consistency,6.75,1,6.75
2021-06-18-12-07-46,0,10,eta,angry,mean_rhyme_level,0.125,100,12.5
2021-06-18-12-07-46,0,10,eta,angry,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-12-07-46,0,10,eta,angry,mean_alliteration_total,4.625,5,23.125
2021-06-18-12-07-46,0,10,eta,angry,mean_couplet_phoneme_consistency,3,1,3
2021-06-18-12-08-26,0,10,eta,loved,mean_rhyme_level,0.5416666666666666,100,54.166666666666664
2021-06-18-12-08-26,0,10,eta,loved,mean_longest_alliteration_chain,1,50,50
2021-06-18-12-08-26,0,10,eta,loved,mean_alliteration_total,3.125,5,15.625
2021-06-18-12-08-26,0,10,eta,loved,mean_couplet_phoneme_consistency,5.5,1,5.5
2021-06-18-12-09-03,0,10,eta,cheated,mean_rhyme_level,0.25,100,25.0
2021-06-18-12-09-03,0,10,eta,cheated,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-12-09-03,0,10,eta,cheated,mean_alliteration_total,3.5,5,17.5
2021-06-18-12-09-03,0,10,eta,cheated,mean_couplet_phoneme_consistency,5.125,1,5.125
2021-06-18-12-09-43,0,10,eta,surprise,mean_rhyme_level,0.25,100,25.0
2021-06-18-12-09-43,0,10,eta,surprise,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-12-09-43,0,10,eta,surprise,mean_alliteration_total,3.875,5,19.375
2021-06-18-12-09-43,0,10,eta,surprise,mean_couplet_phoneme_consistency,3.25,1,3.25
2021-06-18-07-49-34,0,10,gamma,apathetic,mean_rhyme_level,0,100,0
2021-06-18-07-49-34,0,10,gamma,apathetic,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-07-49-34,0,10,gamma,apathetic,mean_alliteration_total,2.25,5,11.25
2021-06-18-07-49-34,0,10,gamma,apathetic,mean_couplet_phoneme_consistency,6.125,1,6.125
2021-06-18-07-50-13,0,10,gamma,anxious,mean_rhyme_level,0,100,0
2021-06-18-07-50-13,0,10,gamma,anxious,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-07-50-13,0,10,gamma,anxious,mean_alliteration_total,3,5,15
2021-06-18-07-50-13,0,10,gamma,anxious,mean_couplet_phoneme_consistency,2.75,1,2.75
2021-06-18-07-50-58,0,10,gamma,embarrassed,mean_rhyme_level,0.5,100,50.0
2021-06-18-07-50-58,0,10,gamma,embarrassed,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-07-50-58,0,10,gamma,embarrassed,mean_alliteration_total,3.5,5,17.5
2021-06-18-07-50-58,0,10,gamma,embarrassed,mean_couplet_phoneme_consistency,3.375,1,3.375
2021-06-18-07-51-42,0,10,gamma,esteemed,mean_rhyme_level,0.875,100,87.5
2021-06-18-07-51-42,0,10,gamma,esteemed,mean_longest_alliteration_chain,1,50,50
2021-06-18-07-51-42,0,10,gamma,esteemed,mean_alliteration_total,2.75,5,13.75
2021-06-18-07-51-42,0,10,gamma,esteemed,mean_couplet_phoneme_consistency,2.875,1,2.875
2021-06-18-07-52-25,0,10,gamma,safe,mean_rhyme_level,0.125,100,12.5
2021-06-18-07-52-25,0,10,gamma,safe,mean_longest_alliteration_chain,1.125,50,56.25
2021-06-18-07-52-25,0,10,gamma,safe,mean_alliteration_total,2.625,5,13.125
2021-06-18-07-52-25,0,10,gamma,safe,mean_couplet_phoneme_consistency,3.75,1,3.75
2021-06-18-07-53-02,0,10,gamma,lost,mean_rhyme_level,0.25,100,25.0
2021-06-18-07-53-02,0,10,gamma,lost,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-07-53-02,0,10,gamma,lost,mean_alliteration_total,1.625,5,8.125
2021-06-18-07-53-02,0,10,gamma,lost,mean_couplet_phoneme_consistency,4.75,1,4.75
2021-06-18-07-53-48,0,10,gamma,alone,mean_rhyme_level,0,100,0
2021-06-18-07-53-48,0,10,gamma,alone,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-07-53-48,0,10,gamma,alone,mean_alliteration_total,2.75,5,13.75
2021-06-18-07-53-48,0,10,gamma,alone,mean_couplet_phoneme_consistency,2.125,1,2.125
2021-06-18-07-54-27,0,10,gamma,singledout,mean_rhyme_level,0,100,0
2021-06-18-07-54-27,0,10,gamma,singledout,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-07-54-27,0,10,gamma,singledout,mean_alliteration_total,2.25,5,11.25
2021-06-18-07-54-27,0,10,gamma,singledout,mean_couplet_phoneme_consistency,3.5,1,3.5
2021-06-18-07-55-06,0,10,gamma,fearful,mean_rhyme_level,0.125,100,12.5
2021-06-18-07-55-06,0,10,gamma,fearful,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-07-55-06,0,10,gamma,fearful,mean_alliteration_total,2.75,5,13.75
2021-06-18-07-55-06,0,10,gamma,fearful,mean_couplet_phoneme_consistency,4.625,1,4.625
2021-06-18-07-55-48,0,10,gamma,fearless,mean_rhyme_level,0.25,100,25.0
2021-06-18-07-55-48,0,10,gamma,fearless,mean_longest_alliteration_chain,0.875,50,43.75
2021-06-18-07-55-48,0,10,gamma,fearless,mean_alliteration_total,2.875,5,14.375
2021-06-18-07-55-48,0,10,gamma,fearless,mean_couplet_phoneme_consistency,4.75,1,4.75
2021-06-18-07-56-31,0,10,gamma,lustful,mean_rhyme_level,0,100,0
2021-06-18-07-56-31,0,10,gamma,lustful,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-07-56-31,0,10,gamma,lustful,mean_alliteration_total,2.875,5,14.375
2021-06-18-07-56-31,0,10,gamma,lustful,mean_couplet_phoneme_consistency,4.125,1,4.125
2021-06-18-07-57-12,0,10,gamma,hated,mean_rhyme_level,0.125,100,12.5
2021-06-18-07-57-12,0,10,gamma,hated,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-07-57-12,0,10,gamma,hated,mean_alliteration_total,3.25,5,16.25
2021-06-18-07-57-12,0,10,gamma,hated,mean_couplet_phoneme_consistency,3.25,1,3.25
2021-06-18-07-57-52,0,10,gamma,independent,mean_rhyme_level,0.125,100,12.5
2021-06-18-07-57-52,0,10,gamma,independent,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-07-57-52,0,10,gamma,independent,mean_alliteration_total,3,5,15
2021-06-18-07-57-52,0,10,gamma,independent,mean_couplet_phoneme_consistency,3.375,1,3.375
2021-06-18-07-58-37,0,10,gamma,free,mean_rhyme_level,0,100,0
2021-06-18-07-58-37,0,10,gamma,free,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-07-58-37,0,10,gamma,free,mean_alliteration_total,3.375,5,16.875
2021-06-18-07-58-37,0,10,gamma,free,mean_couplet_phoneme_consistency,6.875,1,6.875
2021-06-18-07-59-22,0,10,gamma,attracted,mean_rhyme_level,0.25,100,25.0
2021-06-18-07-59-22,0,10,gamma,attracted,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-07-59-22,0,10,gamma,attracted,mean_alliteration_total,3.375,5,16.875
2021-06-18-07-59-22,0,10,gamma,attracted,mean_couplet_phoneme_consistency,2.125,1,2.125
2021-06-18-08-00-04,0,10,gamma,happy,mean_rhyme_level,0,100,0
2021-06-18-08-00-04,0,10,gamma,happy,mean_longest_alliteration_chain,1,50,50
2021-06-18-08-00-04,0,10,gamma,happy,mean_alliteration_total,3.125,5,15.625
2021-06-18-08-00-04,0,10,gamma,happy,mean_couplet_phoneme_consistency,5.375,1,5.375
2021-06-18-08-00-47,0,10,gamma,sad,mean_rhyme_level,0,100,0
2021-06-18-08-00-47,0,10,gamma,sad,mean_longest_alliteration_chain,0.75,50,37.5
2021-06-18-08-00-47,0,10,gamma,sad,mean_alliteration_total,2.375,5,11.875
2021-06-18-08-00-47,0,10,gamma,sad,mean_couplet_phoneme_consistency,5,1,5
2021-06-18-08-01-27,0,10,gamma,derailed,mean_rhyme_level,0,100,0
2021-06-18-08-01-27,0,10,gamma,derailed,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-08-01-27,0,10,gamma,derailed,mean_alliteration_total,2.375,5,11.875
2021-06-18-08-01-27,0,10,gamma,derailed,mean_couplet_phoneme_consistency,3.375,1,3.375
2021-06-18-08-02-06,0,10,gamma,average,mean_rhyme_level,0,100,0
2021-06-18-08-02-06,0,10,gamma,average,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-08-02-06,0,10,gamma,average,mean_alliteration_total,2.875,5,14.375
2021-06-18-08-02-06,0,10,gamma,average,mean_couplet_phoneme_consistency,3.875,1,3.875
2021-06-18-08-02-53,0,10,gamma,powerless,mean_rhyme_level,0.375,100,37.5
2021-06-18-08-02-53,0,10,gamma,powerless,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-08-02-53,0,10,gamma,powerless,mean_alliteration_total,3.75,5,18.75
2021-06-18-08-02-53,0,10,gamma,powerless,mean_couplet_phoneme_consistency,2.875,1,2.875
2021-06-18-08-03-34,0,10,gamma,attached,mean_rhyme_level,0.25,100,25.0
2021-06-18-08-03-34,0,10,gamma,attached,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-08-03-34,0,10,gamma,attached,mean_alliteration_total,2,5,10
2021-06-18-08-03-34,0,10,gamma,attached,mean_couplet_phoneme_consistency,5.625,1,5.625
2021-06-18-08-04-15,0,10,gamma,angry,mean_rhyme_level,0,100,0
2021-06-18-08-04-15,0,10,gamma,angry,mean_longest_alliteration_chain,0.375,50,18.75
2021-06-18-08-04-15,0,10,gamma,angry,mean_alliteration_total,2.25,5,11.25
2021-06-18-08-04-15,0,10,gamma,angry,mean_couplet_phoneme_consistency,3.375,1,3.375
2021-06-18-08-04-58,0,10,gamma,loved,mean_rhyme_level,0,100,0
2021-06-18-08-04-58,0,10,gamma,loved,mean_longest_alliteration_chain,0.25,50,12.5
2021-06-18-08-04-58,0,10,gamma,loved,mean_alliteration_total,2.125,5,10.625
2021-06-18-08-04-58,0,10,gamma,loved,mean_couplet_phoneme_consistency,4.25,1,4.25
2021-06-18-08-05-40,0,10,gamma,cheated,mean_rhyme_level,0,100,0
2021-06-18-08-05-40,0,10,gamma,cheated,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-08-05-40,0,10,gamma,cheated,mean_alliteration_total,2.75,5,13.75
2021-06-18-08-05-40,0,10,gamma,cheated,mean_couplet_phoneme_consistency,3.25,1,3.25
2021-06-18-08-06-22,0,10,gamma,surprise,mean_rhyme_level,0.125,100,12.5
2021-06-18-08-06-22,0,10,gamma,surprise,mean_longest_alliteration_chain,0.5,50,25.0
2021-06-18-08-06-22,0,10,gamma,surprise,mean_alliteration_total,2.125,5,10.625
2021-06-18-08-06-22,0,10,gamma,surprise,mean_couplet_phoneme_consistency,3.25,1,3.25
2021-06-18-12-10-12,0,10,theta,apathetic,mean_rhyme_level,0,100,0
2021-06-18-12-10-12,0,10,theta,apathetic,mean_longest_alliteration_chain,0.625,50,31.25
2021-06-18-12-10-12,0,10,theta,apathetic,mean_alliteration_total,2.375,5,11.875
2021-06-18-12-10-12,0,10,theta,apathetic,mean_couplet_phoneme_consistency,7.75,1,7.75
